PRI,timestamp,platform_lat,platform_lon,frequency,pulse_width,aoa,df_quality
2222,2025-01-01T14:40:46Z,28.2452,25,2.092,2,26.06,8
2099,2025-01-01T14:40:47Z,28.2461,25,2.011,11,-135.07,1
2265,2025-01-01T14:40:48Z,28.2462,25,2.034,9,-82.44,4
2400,2025-01-01T14:40:49Z,28.2463,25,2.033,9,-84.35,4
2400,2025-01-01T14:40:50Z,28.2467,25,2.037,9,-86.79,1
2400,2025-01-01T14:40:51Z,28.2468,25,2.032,2,-87.21,4
2222,2025-01-01T14:40:52Z,28.2481,25,2.086,2,22.12,9
1987,2025-01-01T14:40:53Z,28.2492,25,2.037,2,-87.35,1
2400,2025-01-01T14:40:54Z,28.2507,25,2.035,2,-89.51,8
2222,2025-01-01T14:40:55Z,28.2511,25,2.097,2,36.64,6
2099,2025-01-01T14:40:56Z,28.2542,25,2.022,11,-128.97,6
2099,2025-01-01T14:40:57Z,28.2577,25,2.023,11,-126.36,6
2222,2025-01-01T14:40:58Z,28.2577,25,2.079,2,52.11,4
1666,2025-01-01T14:40:59Z,28.2582,25,2.086,2,41.32,8
2099,2025-01-01T14:41:00Z,28.2594,25,2.024,11,-59.22,10
3333,2025-01-01T14:41:01Z,28.2599,25,2.076,2,52.91,1
2222,2025-01-01T14:41:02Z,28.2599,25,2.099,2,48.46,3
2222,2025-01-01T14:41:03Z,28.2602,25,2.089,2,52.91,1
2265,2025-01-01T14:41:04Z,28.2603,25,2.034,2,-87.61,1
2099,2025-01-01T14:41:05Z,28.2604,25,2.013,11,-133.98,1
1987,2025-01-01T14:41:06Z,28.2606,25,2.033,2,-89.12,1
1666,2025-01-01T14:41:07Z,28.2619,25,2.083,2,57.56,6
2400,2025-01-01T14:41:08Z,28.2621,25,2.037,9,-87.16,1
3333,2025-01-01T14:41:09Z,28.2624,25,2.082,2,52.47,10
1642,2025-01-01T14:41:10Z,28.2648,25,2.038,2,-87.72,1
2099,2025-01-01T14:41:11Z,28.2652,25,2.014,11,-133.61,1
2265,2025-01-01T14:41:12Z,28.2663,25,2.035,9,-70.43,7
1987,2025-01-01T14:41:13Z,28.2674,25,2.034,2,-84.82,3
3333,2025-01-01T14:41:14Z,28.2676,25,2.076,2,51.08,2
3333,2025-01-01T14:41:15Z,28.2677,25,2.096,2,47.66,10
2099,2025-01-01T14:41:16Z,28.269,25,2.027,11,-136.72,2
2099,2025-01-01T14:41:17Z,28.2702,25,2.014,11,-79.62,8
2099,2025-01-01T14:41:18Z,28.2704,25,2.022,11,-135.75,2
1666,2025-01-01T14:41:19Z,28.2717,25,2.097,2,52.67,1
3333,2025-01-01T14:41:20Z,28.2724,25,2.093,2,48.91,3
1642,2025-01-01T14:41:21Z,28.2731,25,2.034,9,-52.71,9
1987,2025-01-01T14:41:22Z,28.2732,25,2.034,2,-75.98,5
2099,2025-01-01T14:41:23Z,28.2743,25,2.027,11,-93.49,10
1642,2025-01-01T14:41:24Z,28.2751,25,2.033,9,-41.08,10
1642,2025-01-01T14:41:25Z,28.2758,25,2.036,9,-86.83,7
2222,2025-01-01T14:41:26Z,28.2766,25,2.079,2,42.17,9
2099,2025-01-01T14:41:27Z,28.2768,25,2.025,11,-117.84,5
2099,2025-01-01T14:41:28Z,28.278,25,2.027,11,-100.77,8
2222,2025-01-01T14:41:29Z,28.2789,25,2.076,2,37.2,6
2099,2025-01-01T14:41:30Z,28.2799,25,2.02,11,-127.82,6
1666,2025-01-01T14:41:31Z,28.28,25,2.084,2,45.94,4
2099,2025-01-01T14:41:32Z,28.2805,25,2.012,11,-136.03,1
2099,2025-01-01T14:41:33Z,28.281,25,2.015,11,-125.44,4
2265,2025-01-01T14:41:34Z,28.2811,25,2.033,9,-87.6,1
1642,2025-01-01T14:41:35Z,28.2819,25,2.032,9,-86.12,2
1642,2025-01-01T14:41:36Z,28.2821,25,2.033,9,-66.26,7
1666,2025-01-01T14:41:37Z,28.2821,25,2.082,2,61.12,8
2400,2025-01-01T14:41:38Z,28.2833,25,2.032,9,-101.39,9
1666,2025-01-01T14:41:39Z,28.2836,25,2.087,2,54.94,2
1642,2025-01-01T14:41:40Z,28.2846,25,2.038,9,-75.38,10
2222,2025-01-01T14:41:41Z,28.285,25,2.097,2,41.82,6
2265,2025-01-01T14:41:42Z,28.2857,25,2.033,9,-78.2,9
2222,2025-01-01T14:41:43Z,28.2857,25,2.073,2,48.91,3
2400,2025-01-01T14:41:44Z,28.2863,25,2.036,9,-75.35,6
2099,2025-01-01T14:41:45Z,28.2865,25,2.021,11,-129.29,3
2222,2025-01-01T14:41:46Z,28.2867,25,2.085,2,27.46,8
2099,2025-01-01T14:41:47Z,28.2879,25,2.024,11,-129.04,3
2099,2025-01-01T14:41:48Z,28.2891,25,2.029,11,-130.41,4
3333,2025-01-01T14:41:49Z,28.2901,25,2.086,2,20.75,10
2099,2025-01-01T14:41:50Z,28.2909,25,2.017,11,-124.49,5
2099,2025-01-01T14:41:51Z,28.291,25,2.029,11,-136.32,1
1666,2025-01-01T14:41:52Z,28.2912,25,2.077,2,41.95,7
1666,2025-01-01T14:41:53Z,28.2912,25,2.079,2,23.53,9
1666,2025-01-01T14:41:54Z,28.2914,25,2.094,2,53.78,4
2099,2025-01-01T14:41:55Z,28.2922,25,2.011,11,-136.35,1
2099,2025-01-01T14:41:56Z,28.2949,25,2.024,11,-115.58,7
1987,2025-01-01T14:41:57Z,28.295,25,2.039,9,-78.35,9
1666,2025-01-01T14:41:58Z,28.2972,25,2.091,2,18.37,9
2400,2025-01-01T14:41:59Z,28.2975,25,2.036,2,-83.78,3
2099,2025-01-01T14:42:00Z,28.2981,25,2.024,11,-133.01,2
1666,2025-01-01T14:42:01Z,28.2985,25,2.073,2,27.7,9
2222,2025-01-01T14:42:02Z,28.2999,25,2.088,2,48.43,5
1666,2025-01-01T14:42:03Z,28.3001,25,2.09,2,49.32,3
1666,2025-01-01T14:42:04Z,28.3023,25,2.082,2,16.93,8
3333,2025-01-01T14:42:05Z,28.3036,25,2.079,2,43.1,5
2099,2025-01-01T14:42:06Z,28.3059,25,2.024,11,-135.65,6
2099,2025-01-01T14:42:07Z,28.3066,25,2.02,11,-129.9,4
1666,2025-01-01T14:42:08Z,28.3068,25,2.094,2,50.47,2
2265,2025-01-01T14:42:09Z,28.3073,25,2.032,2,-46.35,10
1987,2025-01-01T14:42:10Z,28.3076,25,2.036,2,-52.61,8
3333,2025-01-01T14:42:11Z,28.3079,25,2.078,2,51.01,3
2099,2025-01-01T14:42:12Z,28.3088,25,2.01,11,-126.72,6
2400,2025-01-01T14:42:13Z,28.3096,25,2.035,2,-81.01,4
1666,2025-01-01T14:42:14Z,28.3099,25,2.089,2,43.23,5
2265,2025-01-01T14:42:15Z,28.3101,25,2.037,9,-43.97,10
2099,2025-01-01T14:42:16Z,28.3103,25,2.03,11,-128.56,7
1666,2025-01-01T14:42:17Z,28.3118,25,2.085,2,40.57,7
2099,2025-01-01T14:42:18Z,28.3125,25,2.011,11,-131.31,6
2222,2025-01-01T14:42:19Z,28.3128,25,2.073,2,49.5,4
1666,2025-01-01T14:42:20Z,28.3129,25,2.077,2,51.21,3
2222,2025-01-01T14:42:21Z,28.3133,25,2.098,2,52.61,1
2222,2025-01-01T14:42:22Z,28.3136,25,2.1,2,41.51,6
2099,2025-01-01T14:42:23Z,28.3143,25,2.024,11,-120.55,5
1666,2025-01-01T14:42:24Z,28.3145,25,2.074,2,21.69,10
2222,2025-01-01T14:42:25Z,28.3147,25,2.079,2,52.15,1
3333,2025-01-01T14:42:26Z,28.3193,25,2.093,2,24.2,8
1666,2025-01-01T14:42:27Z,28.3197,25,2.08,2,57.84,7
2400,2025-01-01T14:42:28Z,28.3203,25,2.039,2,-77.37,9
2099,2025-01-01T14:42:29Z,28.3206,25,2.022,11,-128.45,3
2099,2025-01-01T14:42:30Z,28.3221,25,2.026,11,-55.58,8
1666,2025-01-01T14:42:31Z,28.3221,25,2.084,2,60.59,7
2222,2025-01-01T14:42:32Z,28.3243,25,2.095,2,52.37,1
1642,2025-01-01T14:42:33Z,28.3246,25,2.033,9,-75.26,6
2099,2025-01-01T14:42:34Z,28.3247,25,2.025,11,-129.8,6
1666,2025-01-01T14:42:35Z,28.3248,25,2.098,2,50.05,3
2400,2025-01-01T14:42:36Z,28.3263,25,2.035,9,-75.3,6
2099,2025-01-01T14:42:37Z,28.3267,25,2.013,11,-132.55,7
3333,2025-01-01T14:42:38Z,28.3273,25,2.08,2,51.69,5
2099,2025-01-01T14:42:39Z,28.3276,25,2.019,11,-135.8,1
1642,2025-01-01T14:42:40Z,28.3279,25,2.036,9,-91.7,2
1642,2025-01-01T14:42:41Z,28.3286,25,2.036,2,-86.09,3
2400,2025-01-01T14:42:42Z,28.3289,25,2.032,9,-89.23,1
2099,2025-01-01T14:42:43Z,28.3291,25,2.023,11,-102,10
2400,2025-01-01T14:42:44Z,28.3293,25,2.038,9,-85.39,9
2099,2025-01-01T14:42:45Z,28.3295,25,2.029,11,-131.43,4
3333,2025-01-01T14:42:46Z,28.3299,25,2.077,2,17.7,9
2265,2025-01-01T14:42:47Z,28.3302,25,2.039,2,-82.58,5
2099,2025-01-01T14:42:48Z,28.331,25,2.026,11,-123.65,5
2222,2025-01-01T14:42:49Z,28.3312,25,2.083,2,45.48,5
1666,2025-01-01T14:42:50Z,28.3318,25,2.073,2,40.09,7
2099,2025-01-01T14:42:51Z,28.3328,25,2.023,11,-82.9,10
1666,2025-01-01T14:42:52Z,28.3329,25,2.079,2,41.91,7
3333,2025-01-01T14:42:53Z,28.3338,25,2.095,2,43.55,10
2099,2025-01-01T14:42:54Z,28.3345,25,2.02,11,-134.48,2
2099,2025-01-01T14:42:55Z,28.3346,25,2.026,11,-133.63,7
3333,2025-01-01T14:42:56Z,28.3349,25,2.079,2,51.11,2
2099,2025-01-01T14:42:57Z,28.3376,25,2.021,11,-129.25,9
2222,2025-01-01T14:42:58Z,28.3391,25,2.089,2,55.21,2
3333,2025-01-01T14:42:59Z,28.3392,25,2.073,2,29.37,9
2099,2025-01-01T14:43:00Z,28.3398,25,2.03,11,-109.46,6
2099,2025-01-01T14:43:01Z,28.3403,25,2.016,11,-108.24,10
2099,2025-01-01T14:43:02Z,28.3419,25,2.029,11,-123.9,5
1666,2025-01-01T14:43:03Z,28.3424,25,2.082,2,53.29,1
1987,2025-01-01T14:43:04Z,28.3441,25,2.038,9,-78.37,5
1987,2025-01-01T14:43:05Z,28.3441,25,2.038,2,-76.57,5
2265,2025-01-01T14:43:06Z,28.3442,25,2.034,2,-77.76,8
2400,2025-01-01T14:43:07Z,28.3448,25,2.037,2,-90.6,1
2099,2025-01-01T14:43:08Z,28.3451,25,2.023,11,-105.08,8
2099,2025-01-01T14:43:09Z,28.3453,25,2.015,11,-132.08,6
3333,2025-01-01T14:43:10Z,28.3459,25,2.077,2,55.37,2
3333,2025-01-01T14:43:11Z,28.3464,25,2.077,2,54.38,1
2222,2025-01-01T14:43:12Z,28.3465,25,2.085,2,51.76,3
1666,2025-01-01T14:43:13Z,28.3465,25,2.082,2,26.9,8
2099,2025-01-01T14:43:14Z,28.3469,25,2.019,11,-129.39,3
1987,2025-01-01T14:43:15Z,28.3484,25,2.036,2,-93.77,7
1987,2025-01-01T14:43:16Z,28.3487,25,2.039,9,-43.31,10
2099,2025-01-01T14:43:17Z,28.3492,25,2.024,11,-126.22,4
2099,2025-01-01T14:43:18Z,28.3493,25,2.017,11,-136.68,6
2099,2025-01-01T14:43:19Z,28.3527,25,2.012,11,-143.05,10
1642,2025-01-01T14:43:20Z,28.3529,25,2.034,2,-75.1,10
1666,2025-01-01T14:43:21Z,28.3531,25,2.073,2,56.04,2
3333,2025-01-01T14:43:22Z,28.3533,25,2.1,2,55.14,4
2099,2025-01-01T14:43:23Z,28.354,25,2.018,11,-135.98,1
1987,2025-01-01T14:43:24Z,28.3542,25,2.035,9,-89.32,1
1987,2025-01-01T14:43:25Z,28.3576,25,2.032,2,-85.12,8
2099,2025-01-01T14:43:26Z,28.3577,25,2.016,11,-136.08,2
1987,2025-01-01T14:43:27Z,28.3583,25,2.035,9,-89.92,1
2099,2025-01-01T14:43:28Z,28.3614,25,2.024,11,-94.3,10
2265,2025-01-01T14:43:29Z,28.3615,25,2.036,9,-84.07,4
2222,2025-01-01T14:43:30Z,28.362,25,2.082,2,24.2,10
2222,2025-01-01T14:43:31Z,28.3621,25,2.089,2,20.55,9
2099,2025-01-01T14:43:32Z,28.3624,25,2.028,11,-131,3
1666,2025-01-01T14:43:33Z,28.3626,25,2.091,2,53.27,1
2099,2025-01-01T14:43:34Z,28.3633,25,2.019,11,-126.58,10
2265,2025-01-01T14:43:35Z,28.3641,25,2.033,2,-53.24,8
2099,2025-01-01T14:43:36Z,28.365,25,2.012,11,-136.14,6
2099,2025-01-01T14:43:37Z,28.3652,25,2.022,11,-118.14,6
3333,2025-01-01T14:43:38Z,28.3657,25,2.081,2,56.37,4
2265,2025-01-01T14:43:39Z,28.3658,25,2.039,2,-89.63,7
1666,2025-01-01T14:43:40Z,28.3659,25,2.076,2,55.34,1
2099,2025-01-01T14:43:41Z,28.3675,25,2.021,11,-69.8,8
2222,2025-01-01T14:43:42Z,28.3692,25,2.088,2,54.38,7
2099,2025-01-01T14:43:43Z,28.3704,25,2.023,11,-131.76,6
2265,2025-01-01T14:43:44Z,28.3716,25,2.032,2,-56.86,8
2222,2025-01-01T14:43:45Z,28.3729,25,2.085,2,40.96,7
1666,2025-01-01T14:43:46Z,28.3733,25,2.097,2,47.27,5
2265,2025-01-01T14:43:47Z,28.3742,25,2.038,9,-69.11,6
2222,2025-01-01T14:43:48Z,28.3753,25,2.079,2,24.2,9
2099,2025-01-01T14:43:49Z,28.3757,25,2.015,11,-108.17,8
1666,2025-01-01T14:43:50Z,28.3771,25,2.085,2,53.61,1
1642,2025-01-01T14:43:51Z,28.3772,25,2.035,2,-72.77,6
2099,2025-01-01T14:43:52Z,28.3779,25,2.022,11,-144.53,10
2265,2025-01-01T14:43:53Z,28.3781,25,2.036,2,-35.44,10
1666,2025-01-01T14:43:54Z,28.3789,25,2.094,2,55.15,1
1642,2025-01-01T14:43:55Z,28.3792,25,2.039,9,-41.94,9
2099,2025-01-01T14:43:56Z,28.3803,25,2.02,11,-112.18,7
2099,2025-01-01T14:43:57Z,28.3812,25,2.02,11,-135.6,6
2265,2025-01-01T14:43:58Z,28.3819,25,2.036,2,-62.97,10
3333,2025-01-01T14:43:59Z,28.3833,25,2.078,2,56.77,4
2222,2025-01-01T14:44:00Z,28.3838,25,2.095,2,60.99,6
1987,2025-01-01T14:44:01Z,28.3842,25,2.032,9,-45.01,9
2099,2025-01-01T14:44:02Z,28.3855,25,2.024,11,-133,7
1666,2025-01-01T14:44:03Z,28.389,25,2.099,2,56.9,2
2400,2025-01-01T14:44:04Z,28.3894,25,2.035,9,-68.53,6
3333,2025-01-01T14:44:05Z,28.3896,25,2.097,2,57.52,6
2222,2025-01-01T14:44:06Z,28.3914,25,2.1,2,27.27,10
2099,2025-01-01T14:44:07Z,28.3921,25,2.021,11,-111.55,7
2265,2025-01-01T14:44:08Z,28.3926,25,2.039,2,-90.22,2
2099,2025-01-01T14:44:09Z,28.393,25,2.01,11,-134.07,6
1642,2025-01-01T14:44:10Z,28.393,25,2.039,9,-87.52,3
2099,2025-01-01T14:44:11Z,28.3935,25,2.023,11,-128.68,7
1642,2025-01-01T14:44:12Z,28.3935,25,2.039,2,-90.48,4
2099,2025-01-01T14:44:13Z,28.3954,25,2.018,11,-116.12,6
2099,2025-01-01T14:44:14Z,28.3961,25,2.019,11,-127.23,9
1987,2025-01-01T14:44:15Z,28.3966,25,2.035,9,-89.32,2
2222,2025-01-01T14:44:16Z,28.3966,25,2.075,2,18.04,9
1666,2025-01-01T14:44:17Z,28.3972,25,2.086,2,39.68,6
2265,2025-01-01T14:44:18Z,28.3983,25,2.037,2,-90.36,1
2400,2025-01-01T14:44:19Z,28.3985,25,2.034,2,-73.22,7
3333,2025-01-01T14:44:20Z,28.3986,25,2.079,2,54.63,1
2265,2025-01-01T14:44:21Z,28.3993,25,2.039,2,-59.74,10
2222,2025-01-01T14:44:22Z,28.3995,25,2.089,2,37.07,8
3333,2025-01-01T14:44:23Z,28.3996,25,2.095,2,36.14,6
1987,2025-01-01T14:44:24Z,28.3998,25,2.039,2,-86.75,6
2099,2025-01-01T14:44:25Z,28.4013,25,2.018,11,-139.67,2
2099,2025-01-01T14:44:26Z,28.4014,25,2.03,11,-101.85,10
2400,2025-01-01T14:44:27Z,28.4014,25,2.032,2,-61.59,10
2099,2025-01-01T14:44:28Z,28.4016,25,2.029,11,-138.67,1
2099,2025-01-01T14:44:29Z,28.4025,25,2.023,11,-133.38,7
2099,2025-01-01T14:44:30Z,28.4027,25,2.019,11,-119.88,5
2265,2025-01-01T14:44:31Z,28.4038,25,2.038,2,-93.99,2
2222,2025-01-01T14:44:32Z,28.4038,25,2.093,2,57.75,2
3333,2025-01-01T14:44:33Z,28.4039,25,2.085,2,54.26,2
2222,2025-01-01T14:44:34Z,28.4041,25,2.097,2,53.35,3
1666,2025-01-01T14:44:35Z,28.4046,25,2.097,2,56.31,4
3333,2025-01-01T14:44:36Z,28.4063,25,2.098,2,51.6,3
2099,2025-01-01T14:44:37Z,28.4065,25,2.03,11,-97.83,9
2265,2025-01-01T14:44:38Z,28.4068,25,2.033,9,-92.56,1
3333,2025-01-01T14:44:39Z,28.4076,25,2.1,2,42.61,6
3333,2025-01-01T14:44:40Z,28.4084,25,2.089,2,52.76,8
1987,2025-01-01T14:44:41Z,28.4094,25,2.039,2,-80.23,10
2265,2025-01-01T14:44:42Z,28.4095,25,2.035,9,-50.83,9
1642,2025-01-01T14:44:43Z,28.4097,25,2.036,9,-87.8,3
3333,2025-01-01T14:44:44Z,28.4099,25,2.089,2,53.9,2
3333,2025-01-01T14:44:45Z,28.4099,25,2.088,2,51.66,5
2099,2025-01-01T14:44:46Z,28.4105,25,2.011,11,-132.14,3
2265,2025-01-01T14:44:47Z,28.4105,25,2.038,9,-90.14,2
1666,2025-01-01T14:44:48Z,28.411,25,2.078,2,58.74,9
1666,2025-01-01T14:44:49Z,28.4111,25,2.097,2,55.93,1
2265,2025-01-01T14:44:50Z,28.4116,25,2.033,2,-55.33,8
1642,2025-01-01T14:44:51Z,28.4135,25,2.039,9,-87.7,3
2265,2025-01-01T14:44:52Z,28.414,25,2.034,2,-87.9,3
2222,2025-01-01T14:44:53Z,28.415,25,2.08,2,21.32,8
2265,2025-01-01T14:44:54Z,28.4157,25,2.037,9,-56.61,8
2099,2025-01-01T14:44:55Z,28.4166,25,2.01,11,-79.77,9
1987,2025-01-01T14:44:56Z,28.4166,25,2.036,9,-92.79,1
2265,2025-01-01T14:44:57Z,28.4169,25,2.036,2,-91.29,1
1642,2025-01-01T14:44:58Z,28.418,25,2.039,2,-81.74,5
1987,2025-01-01T14:44:59Z,28.4187,25,2.039,9,-105.15,8
2400,2025-01-01T14:45:00Z,28.4191,25,2.035,9,-91.34,1
1642,2025-01-01T14:45:01Z,28.4194,25,2.039,2,-56.43,9
1642,2025-01-01T14:45:02Z,28.4203,25,2.034,9,-94.39,6
1666,2025-01-01T14:45:03Z,28.4203,25,2.082,2,56.16,1
2099,2025-01-01T14:45:04Z,28.4209,25,2.024,11,-122.98,5
1666,2025-01-01T14:45:05Z,28.4215,25,2.086,2,62.95,9
2222,2025-01-01T14:45:06Z,28.4219,25,2.08,2,15.85,9
2099,2025-01-01T14:45:07Z,28.4221,25,2.028,11,-140.17,2
2099,2025-01-01T14:45:08Z,28.4223,25,2.023,11,-139.68,1
2265,2025-01-01T14:45:09Z,28.4235,25,2.034,2,-76.96,10
2099,2025-01-01T14:45:10Z,28.4249,25,2.023,11,-119.46,7
2099,2025-01-01T14:45:11Z,28.4249,25,2.019,11,-130.85,4
2400,2025-01-01T14:45:12Z,28.4249,25,2.038,2,-94.48,2
2222,2025-01-01T14:45:13Z,28.4255,25,2.088,2,59.21,7
2099,2025-01-01T14:45:14Z,28.4256,25,2.03,11,-130.28,7
1642,2025-01-01T14:45:15Z,28.4256,25,2.034,2,-97.2,9
3333,2025-01-01T14:45:16Z,28.4259,25,2.083,2,39.41,7
2400,2025-01-01T14:45:17Z,28.4261,25,2.036,2,-83.61,4
1666,2025-01-01T14:45:18Z,28.4262,25,2.095,2,56.3,1
2099,2025-01-01T14:45:19Z,28.4263,25,2.019,11,-131.17,3
1642,2025-01-01T14:45:20Z,28.4273,25,2.034,9,-84.58,4
1666,2025-01-01T14:45:21Z,28.4279,25,2.075,2,16.42,10
1666,2025-01-01T14:45:22Z,28.428,25,2.093,2,40.42,10
2099,2025-01-01T14:45:23Z,28.4281,25,2.025,11,-137.81,2
1987,2025-01-01T14:45:24Z,28.4283,25,2.034,2,-45.04,9
3333,2025-01-01T14:45:25Z,28.4283,25,2.088,2,50.21,4
2222,2025-01-01T14:45:26Z,28.4285,25,2.073,2,16.43,9
2099,2025-01-01T14:45:27Z,28.4288,25,2.014,11,-136.33,2
3333,2025-01-01T14:45:28Z,28.4298,25,2.098,2,50.24,4
2099,2025-01-01T14:45:29Z,28.4328,25,2.026,11,-131.03,4
2099,2025-01-01T14:45:30Z,28.4337,25,2.01,11,-96.76,10
2099,2025-01-01T14:45:31Z,28.4337,25,2.02,11,-147.55,8
1642,2025-01-01T14:45:32Z,28.4343,25,2.037,9,-80.28,5
1642,2025-01-01T14:45:33Z,28.4352,25,2.032,9,-86.66,4
1642,2025-01-01T14:45:34Z,28.4353,25,2.038,9,-67.7,9
2222,2025-01-01T14:45:35Z,28.4357,25,2.095,2,22.22,9
2099,2025-01-01T14:45:36Z,28.4359,25,2.026,11,-115.2,7
1666,2025-01-01T14:45:37Z,28.4384,25,2.073,2,45.66,10
1987,2025-01-01T14:45:38Z,28.4414,25,2.033,9,-92.87,1
2265,2025-01-01T14:45:39Z,28.4426,25,2.039,2,-89.46,7
2400,2025-01-01T14:45:40Z,28.4429,25,2.038,9,-92.53,4
2222,2025-01-01T14:45:41Z,28.4438,25,2.08,2,33.51,10
2400,2025-01-01T14:45:42Z,28.4447,25,2.036,9,-87.16,3
2099,2025-01-01T14:45:43Z,28.4455,25,2.023,11,-129.41,4
1666,2025-01-01T14:45:44Z,28.4458,25,2.076,2,52.62,3
1642,2025-01-01T14:45:45Z,28.4473,25,2.033,9,-94,9
3333,2025-01-01T14:45:46Z,28.4493,25,2.098,2,58.84,6
1987,2025-01-01T14:45:47Z,28.4506,25,2.032,2,-94.08,2
2099,2025-01-01T14:45:48Z,28.4507,25,2.029,11,-133.23,3
2099,2025-01-01T14:45:49Z,28.4515,25,2.026,11,-118.23,7
1666,2025-01-01T14:45:50Z,28.4525,25,2.089,2,25.52,9
2222,2025-01-01T14:45:51Z,28.458,25,2.078,2,56.33,6
2400,2025-01-01T14:45:52Z,28.459,25,2.033,2,-80.8,5
2099,2025-01-01T14:45:53Z,28.4594,25,2.029,11,-137.55,2
2265,2025-01-01T14:45:54Z,28.4597,25,2.039,9,-92.52,7
2222,2025-01-01T14:45:55Z,28.4598,25,2.08,2,53.04,3
2222,2025-01-01T14:45:56Z,28.4599,25,2.1,2,37.47,6
1642,2025-01-01T14:45:57Z,28.46,25,2.039,2,-95.3,2
2099,2025-01-01T14:45:58Z,28.4601,25,2.025,11,-128.31,5
2265,2025-01-01T14:45:59Z,28.4601,25,2.039,9,-54.24,9
1987,2025-01-01T14:46:00Z,28.4601,25,2.035,9,-87.6,3
3333,2025-01-01T14:46:01Z,28.4606,25,2.097,2,52.26,8
2400,2025-01-01T14:46:02Z,28.4607,25,2.034,2,-84.38,4
2222,2025-01-01T14:46:03Z,28.461,25,2.088,2,46.5,5
3333,2025-01-01T14:46:04Z,28.4614,25,2.088,2,21.41,9
2099,2025-01-01T14:46:05Z,28.4615,25,2.018,11,-132.05,3
2099,2025-01-01T14:46:06Z,28.4626,25,2.028,11,-129.26,5
1987,2025-01-01T14:46:07Z,28.4649,25,2.038,9,-35.96,9
1987,2025-01-01T14:46:08Z,28.465,25,2.039,9,-79.04,10
2099,2025-01-01T14:46:09Z,28.4654,25,2.026,11,-85.18,10
1642,2025-01-01T14:46:10Z,28.466,25,2.037,9,-102.55,10
2099,2025-01-01T14:46:11Z,28.4669,25,2.02,11,-98.83,9
1642,2025-01-01T14:46:12Z,28.467,25,2.034,9,-81.18,9
2400,2025-01-01T14:46:13Z,28.4679,25,2.033,2,-90.39,9
2099,2025-01-01T14:46:14Z,28.4682,25,2.024,11,-135.68,7
3333,2025-01-01T14:46:15Z,28.4699,25,2.077,2,46.7,7
2099,2025-01-01T14:46:16Z,28.4706,25,2.012,11,-145.63,9
2265,2025-01-01T14:46:17Z,28.4727,25,2.034,9,-83.7,4
2265,2025-01-01T14:46:18Z,28.4727,25,2.038,9,-93.6,1
1666,2025-01-01T14:46:19Z,28.473,25,2.091,2,54.47,2
2099,2025-01-01T14:46:20Z,28.4732,25,2.022,11,-133.08,7
2099,2025-01-01T14:46:21Z,28.474,25,2.017,11,-140.89,2
1642,2025-01-01T14:46:22Z,28.4741,25,2.034,9,-55.57,10
2222,2025-01-01T14:46:23Z,28.4741,25,2.088,2,53.9,9
2400,2025-01-01T14:46:24Z,28.4742,25,2.037,2,-89.33,3
1666,2025-01-01T14:46:25Z,28.475,25,2.087,2,18.51,10
1666,2025-01-01T14:46:26Z,28.4751,25,2.099,2,58.02,1
2222,2025-01-01T14:46:27Z,28.4751,25,2.092,2,51.32,4
1987,2025-01-01T14:46:28Z,28.4752,25,2.033,9,-70.34,6
2400,2025-01-01T14:46:29Z,28.4752,25,2.036,2,-94.16,1
2099,2025-01-01T14:46:30Z,28.4754,25,2.022,11,-71.95,9
1642,2025-01-01T14:46:31Z,28.4755,25,2.038,9,-61.73,10
2265,2025-01-01T14:46:32Z,28.4757,25,2.037,9,-40.9,8
2099,2025-01-01T14:46:33Z,28.4758,25,2.027,11,-133.88,3
2400,2025-01-01T14:46:34Z,28.4768,25,2.037,2,-64.98,9
1987,2025-01-01T14:46:35Z,28.477,25,2.032,2,-86.64,4
1666,2025-01-01T14:46:36Z,28.477,25,2.072,2,53.27,4
2099,2025-01-01T14:46:37Z,28.4772,25,2.018,11,-83.97,10
1666,2025-01-01T14:46:38Z,28.4786,25,2.08,2,23.18,9
3333,2025-01-01T14:46:39Z,28.4788,25,2.094,2,64,6
1666,2025-01-01T14:46:40Z,28.4789,25,2.075,2,45.07,10
1666,2025-01-01T14:46:41Z,28.4802,25,2.083,2,57.65,1
1987,2025-01-01T14:46:42Z,28.4803,25,2.037,2,-84.85,5
1987,2025-01-01T14:46:43Z,28.4806,25,2.034,2,-82.16,5
2265,2025-01-01T14:46:44Z,28.4828,25,2.036,2,-71.4,6
2265,2025-01-01T14:46:45Z,28.4834,25,2.035,9,-56.68,9
2099,2025-01-01T14:46:46Z,28.4849,25,2.029,11,-130.62,5
2099,2025-01-01T14:46:47Z,28.4854,25,2.026,11,-132.19,4
2099,2025-01-01T14:46:48Z,28.4895,25,2.018,11,-94.94,10
1987,2025-01-01T14:46:49Z,28.4907,25,2.038,2,-73.37,6
2265,2025-01-01T14:46:50Z,28.491,25,2.032,2,-94.98,7
1642,2025-01-01T14:46:51Z,28.491,25,2.035,9,-85.05,4
2099,2025-01-01T14:46:52Z,28.4915,25,2.016,11,-107.35,10
2099,2025-01-01T14:46:53Z,28.4927,25,2.023,11,-140.81,1
3333,2025-01-01T14:46:54Z,28.4933,25,2.096,2,52.64,5
2099,2025-01-01T14:46:55Z,28.4935,25,2.021,11,-130.66,10
2265,2025-01-01T14:46:56Z,28.4935,25,2.033,2,-42.35,9
